Period,Power_Generation,Pumped_Storage,Coal_Fired,Oil_Fired,LNG_Fired,Nuclear,Renewable_Generation,Hydro,Geothermal,Solar_PV,Wind_Onshore,Wind_Offshore,Biomass_Solid,Biomass_Biogas,Waste
200601,17606499.08,317056.16,9262766.373,1877463.268,1925726.256,3663361.8,560125.22,220043.018,0,106,23000.795,0,23289.11388,4940.8,288745.494
200602,15925042.71,276932.84,8462941.559,2038475.65,1684759.427,2950230.8,511702.438,234439.159,0,107,20475.448,0,25324.0012,4324.32,227032.51
200603,18319633.7,310919.84,9451596.282,2126256.39,2836001.887,3012590.8,582268.496,292449.046,0,111,13650.348,0,23102.2991,4502.79,248453.013
200604,18777765.09,322054.28,10249842.75,1466218.585,3142534.309,2952539.4,644575.773,390430.23,0,111,12910.691,0,21927.31224,3997.09,215199.45
200605,20455933.62,346157.96,11072354.06,1594432.936,3647102.241,3050911.2,744975.218,454428.211,0,114,19415.649,0,22777.86697,4392.3,243847.192
200606,20848742.91,336423.8,10793970.98,1772482.967,3855307.285,3391830.6,698727.274,388204.343,0,121,17480.158,0,20529.8369,5277.048,267114.889
200607,22757899.79,356922.96,11883032.8,1743892.585,4278417.899,3693477,802156.547,479157.529,0,125,16568.948,0,21669.2376,4605.82,280030.013
200608,22801100.44,354648.72,11257184.04,1782280.133,4909150.963,3729676.2,768160.378,450714.522,0,126,9142.119,0,21000.20628,4575.48,282602.051
200609,20624409.41,322590.361,11137501.68,1391730.344,3817623.128,3231741.4,723222.497,395081.947,0,128,26449.294,0,19483.61671,4674.217373,277405.422
200610,20117993.11,314158.32,10802784.09,1507888.391,3657952.937,3239958.6,595250.77,294317.977,0,132,34982.831,0,22300.42145,4341.788795,239175.752
200611,18803890.21,314474.6,9975074.921,1407255.728,3359108.803,3190021.6,557954.558,271338.841,0,135,33818.617,0,21702.82956,4511.022075,226448.249
200612,18491215.45,338326.88,9699753.929,1138210.075,2996036.932,3764158.4,554729.234,217745.944,0,141,48179.834,0,23742.72883,4300.077182,260619.65
200701,18636981.46,328191.28,9768068.955,1376054.86,2698670.899,3823336.8,642658.662,251243.717,0,143,73531.037,0,20166.01603,5338.447064,292236.445
200702,15853810.93,280323.28,8441752.993,1257701.734,2157389.142,3171947.6,544696.177,222860.339,0,146,34845.063,0,19854.58523,4171.321634,262818.869
200703,19241422.78,316280.44,10394696.24,1253930.808,3364096.22,3254930.8,657488.267,304734.103,0,149,40499.739,0,25519.26667,4818.174376,281767.984
200704,18762235.82,329048.48,10354528.5,969900.146,3359722.812,3082325.8,666710.084,387173.948,0,155,32230.151,0,20630.5319,4741.083692,221779.37
200705,21402670.43,365781.88,11370251.51,1415374.169,4302281.667,3275744,673237.2,394887.407,0,168,13966.636,0,20370.18312,4791.801733,239053.173
200706,21630898.18,342348.68,11248666.32,1391171.54,4251409.87,3651714.6,745587.168,431199.483,0,168,14587.529,0,20279.53799,3957.701436,275394.917
200707,24213663.75,341340.24,11856919.53,1991895.618,5540002.593,3729192,754313.773,409236.796,0,170,17251.918,0,21538.2438,4437.008825,301679.807
200708,22784419.48,314938.2,12027914.25,1482384.617,4466000.408,3751666.4,741515.605,417212.424,0,200,15989.635,0,19171.56545,4846.561712,284095.419
200709,21240306.57,339790.12,11573029.32,1243904.086,4261127.361,2991594.4,830861.29,509121.837,0,201,27425.354,0,18621.89567,4476.431345,271014.772
200710,20856341.67,355252,11093406.57,1566920.043,4025857.941,3025493,789412.12,483148.019,0,213,51532.728,0,20260.53968,4689.192558,229568.641
200711,19089323.94,301693,10051213.14,1434869.903,3561263.507,3056114.6,684169.789,358682.948,0,223,65071.378,0,19532.77785,4646.749059,236012.937
200712,19404508.95,317713.66,10282367.19,1439755.175,3045411.139,3725100,594161.789,248048.884,0,244,52603.339,0,20920.02808,4487.817918,267857.72
200801,19447570.79,316289.42,10478514.01,1331739.764,2898545.656,3823080.2,599401.741,212789.351,0,252.838,72382.348,0,25618.023,3961.44,284397.742
200802,17269801.47,299352.842,9109603.291,1255446.691,2324780.565,3577904.2,702713.876,336334.872,0,276.588,84113.684,0,24218.49203,4017.284446,253752.956
200803,19621169,303891.8,10041405.08,1433833.308,3907049.168,3267019.2,667970.447,327884.65,0,271.722,44710.08,0,24366.87696,4476.3061,266260.812
200804,19560570.82,281060.038,9553651.863,1840124.063,4271858.222,3033178.4,580698.231,296954.044,0,301.334,36859.822,0,17262.54878,4288.163643,225032.319
200805,21226589.3,286957.63,11339021.07,1208464.119,4466797.659,3325112.8,600236.013,299329.019,0,319.742,34069.251,0,13253.20994,3697.977959,249566.814
200806,21432486.95,300623.14,10905692.12,1249199.491,4717667.244,3493026,766278.96,441779.447,0,376.69,28332.93,0,19465.67883,4021.213063,272303.002
200807,22675217.02,292805.14,11340216.52,1286443.538,5250808.695,3772635.4,732307.73,405052.191,0,383.183,29053.096,0,20800.68855,3437.56232,273581.01
200808,22795613.24,304750.08,11313126.49,1445782.204,5080550.211,3766397.4,885006.852,568699.535,0,417.323,16789.338,0,19150.83531,2946.435722,277003.385
200809,20638492.35,268635.56,10344549.17,1342139.136,4309327.284,3602969.6,770871.602,462310.372,0,413.142,30764.291,0,14501.52732,3454.099444,259428.171
200810,19976832.16,289030.8,9669897.901,1110041.456,4755290.704,3336130.4,816440.903,515377.225,0,414.503,46762.379,0,17088.3067,3597.208764,233201.281
200811,17149284.06,263124.77,8997834.723,835892.906,3619819.181,2819788.6,612823.878,273808.46,0,429.607,81649.341,0,12138.76094,3898.481676,240899.228
200812,16511738.12,260643.28,9108278.614,699580.018,2909309.532,3009617.4,524309.28,164786.009,0,616.471,82778.607,0,19132.31293,3695.183587,253300.697
200901,15279444.96,277307.655,8517928.27,704535.86,1430857.955,3743945,604870.222,219812.21,0,600.222,95501.976,0,16113.62642,3409.740331,269432.448
200902,15397978.48,253250.85,8122455.9,624650.008,2391156.109,3464180.2,542285.417,210473.371,0,649.183,75312.774,0,9582.062612,3789.270332,242478.757
200903,17585923.95,277621.808,9684291.161,758952.882,2984882.961,3274374.8,605800.335,259295.063,0,646.399,74250.437,0,18596.45055,3573.877483,249438.108
200904,17737091.39,283526.12,9647810.533,782408.6,3153730.264,3222954.6,646661.274,341484.306,0,696.014,72945.98,0,11045.9083,3556.163898,216932.902
200905,19401722.69,304611.95,10149324.5,750458.104,4328179.093,3229114,640035.037,354908.311,0,689.142,33075.919,0,13706.02838,3514.279389,234141.358
200906,20611609.32,288578,10635217.7,718487.619,4627375.056,3693784.7,648166.246,339576.065,0,725.045,30914.367,0,11367.3489,3508.909145,262074.511
200907,22609159.93,299046,11232371.87,792799.558,5924179.587,3731685.3,629077.615,310304.143,0,739.054,29417.701,0,11354.15656,3827.768323,273434.793
200908,22280972.63,279740,11170700.89,859889.606,5364041.734,3761967,844633.401,529395.301,0,786.793,24299.136,0,11009.46575,3478.133729,275664.572
200909,21779010.36,254585,10650005.6,1199296.399,5312445.212,3693186.4,669491.753,338597.485,0,757.695,38863.073,0,16295.24248,3425.644377,271552.614
200910,19976173.07,268691,10556187.81,780173.153,4166147.041,3396000.6,808973.47,435093.621,0,904.269,111544.773,0,20851.13145,3213.048274,237366.628
200911,18561567.21,258480,10035613.49,663661.357,4231551.1,2772712.2,599549.072,253663.332,0,852.407,89485.934,0,20343.41362,3171.93475,232032.051
200912,18816505.31,259666,10266055.92,767490.843,3366087.323,3587224,569981.231,155684.982,0,1066.312,111023.379,0,27256.02498,3359.875547,271590.658
201001,18884931.42,258355.999,9919889.801,1027402.223,3392745.778,3674348.8,612188.821,201436.365,0,1305.249,100645.324,0,24465.03532,3011.690498,281325.158
201002,16496689.64,256113,8396666.052,1024573.497,2656430.701,3498309.4,664596.989,306612.396,0,1229.25,81884.301,0,20164.629,2794.467254,251911.946
201003,19678631.54,272015,9521995.66,1009255.685,4595785.433,3609623.4,669956.358,307398.332,0,1335.275,76747.681,0,20444.58998,3254.603504,260775.877
201004,19228063.53,247588,9461547.281,901141.785,4943858.246,3047661.1,626267.121,287731.136,0,1598.209,75712.088,0,18654.03652,2819.489926,239752.162
201005,21403509.36,272249,10342152.23,1015257.102,5769635.772,3380535.5,623679.755,332573.775,0,1609.077,41211.707,0,20698.58277,2880.769558,224705.844
201006,21304382.23,277491,10619371.51,832596.925,5352845.315,3262533.1,959544.381,596309.218,0,1705.754,68188.525,0,20339.92639,2892.559198,270108.399
201007,23944419.37,269312,10997956.32,1086450.578,6944943.43,3816475.8,829281.242,465978.191,0,1845.267,50835.414,0,19267.30167,3823.931026,287531.138
201008,23885687.14,255036,11127523.51,1143138.995,6838708.341,3801222.9,720057.401,384310.255,0,2124.425,29117.563,0,17933.52938,2752.491026,283819.138
201009,21838187.7,239815,10696390.81,946464.113,5595614.717,3663445.5,696457.557,362963.214,0,2094.541,43430.259,0,18753.94981,2822.534888,266393.059
201010,21231423.93,250592,10620468.94,1020704.551,5322508.888,3192396.3,824753.251,413690.718,0,2302.126,147001.024,0,14273.05892,2870.756333,244615.568
201011,19350431.12,229543,10157188.81,542769.251,4405445.024,3248209.7,767275.339,323695.553,0,2177.4,182726.183,0,18788.20609,2673.918242,237214.079
201012,19812509.96,232889,10491573.39,581073.051,4427347.104,3433927.6,645699.815,211402.153,0,2400.431,128837.726,0,20896.18508,2761.402895,279401.918
201101,19879025.75,235548,9780748.407,778239.309,4469780.051,3817006.4,797703.578,227583.669,0,2426,250488.242,0,22542.23484,2390.544344,292272.888
201102,17156920.31,225979,8816871.83,610141.002,3348431.448,3504853.8,650643.234,211899.624,0,2529.2,158101.458,0,19512.64389,2164.458756,256435.85
201103,20238646.15,244703,10381993.07,656996.911,4617570.077,3596481.2,740901.896,259028.886,0,2591.841,176703.012,0,22227.20662,2473.569582,277877.381
201104,19656365.35,242439,10023904.26,609216.719,4968521.409,3248030.4,564253.568,228786.815,0,2934.484,82409.749,0,17152.76993,2229.501179,230740.249
201105,21347980.38,256938,10576171.98,870317.622,5846922.549,3167648.8,629981.433,312016.07,0,3940.094,56539.924,0,14268.04629,2294.968528,240922.331
201106,22765709.37,248651,10831371.59,1272931.602,5991815.646,3688607.4,732332.128,371945.357,0,4620.671,57815.414,0,17617.55448,2154.123675,278179.008
201107,23968407.79,253595,11141041.22,955566.596,7047757.548,3818867.8,751579.624,406595.445,0,5723.789,38506.04,0,17284.03149,2128.326952,281341.992
